MN_CRE106,MN_CRE111,MN_CRE112,MN_CRE11,MN_CRE124,MN_CRE127,MN_CRE128,MN_CRE129,MN_CRE12,MN_CRE131,MN_CRE132,MN_CRE133,MN_CRE134,MN_CRE137,MN_CRE138,MN_CRE142,MN_CRE143,MN_CRE144,MN_CRE145,MN_CRE146,MN_CRE147,MN_CRE150,MN_CRE151,MN_CRE153,MN_CRE156,MN_CRE157,MN_CRE158,MN_CRE159,MN_CRE15,MN_CRE161,MN_CRE162,MN_CRE163,MN_CRE169,MN_CRE174,MN_CRE178,MN_CRE179,MN_CRE184,MN_CRE188,MN_CRE189,MN_CRE18,MN_CRE190,MN_CRE196,MN_CRE197,MN_CRE198,MN_CRE19,MN_CRE203,MN_CRE204,MN_CRE205,MN_CRE207,MN_CRE209,MN_CRE20,MN_CRE210,MN_CRE214,MN_CRE215,MN_CRE216,MN_CRE219,MN_CRE220,MN_CRE221,MN_CRE222,MN_CRE223,MN_CRE225,MN_CRE226,MN_CRE227,MN_CRE229,MN_CRE22,MN_CRE230,MN_CRE232,MN_CRE235,MN_CRE236,MN_CRE237,MN_CRE238,MN_CRE23,MN_CRE240,MN_CRE241,MN_CRE243,MN_CRE248,MN_CRE249,MN_CRE250,MN_CRE30,MN_CRE31,MN_CRE36,MN_CRE39,MN_CRE3,MN_CRE40,MN_CRE41,MN_CRE42,MN_CRE47,MN_CRE4,MN_CRE50,MN_CRE60,MN_CRE63,MN_CRE67,MN_CRE6,MN_CRE73,MN_CRE76,MN_CRE77,MN_CRE78,MN_CRE81,MN_CRE82,MN_CRE83,MN_CRE94,MN_CRE97,TN_CRE104,TN_CRE106,TN_CRE10,TN_CRE110,TN_CRE111,TN_CRE112,TN_CRE113,TN_CRE114,TN_CRE117,TN_CRE121,TN_CRE125,TN_CRE126,TN_CRE12,TN_CRE131,TN_CRE134,TN_CRE136,TN_CRE142,TN_CRE144,TN_CRE145,TN_CRE148,TN_CRE150,TN_CRE153,TN_CRE155,TN_CRE21,TN_CRE24,TN_CRE25,TN_CRE29,TN_CRE37,TN_CRE39,TN_CRE3,TN_CRE40,TN_CRE41,TN_CRE42,TN_CRE44,TN_CRE50,TN_CRE51,TN_CRE53,TN_CRE56,TN_CRE58,TN_CRE59,TN_CRE64,TN_CRE66,TN_CRE70,TN_CRE72,TN_CRE74,TN_CRE76,TN_CRE77,TN_CRE79,TN_CRE7,TN_CRE82,TN_CRE85,TN_CRE86,TN_CRE88,TN_CRE89,TN_CRE94,TN_CRE95,TN_CRE99
19,135,22,18575,22,15,20,16,16,18541,18563,23,18,24,18536,18487,63702,11,14,10,17,23,14,22,29,12,20,17,18,18304,48,18379,12,18,27,39,19,15,73537,15,117443,18,21,19,18,20,15,14,17,18406,18,18445,17,56,58,20,17,17,17460,18460,17529,17187,18240,30,14,25,19,15,11,22,22,17,118647,14,13,18,14,12,18,17,12,10,15,128,125,18,18,13,73678,30,0,29,18529,16,14,13,12,13,16,13,17,23,18204,58683,63746,17845,75727,17947,62962,18261,110345,71758,18006,71,59,70556,18305,59042,17800,54,74779,18090,379,18107,18210,18185,74065,17916,60,72594,113798,62172,58437,113840,18046,66,18107,18124,63594,18131,58001,17843,75588,58617,18335,18205,63080,58691,63679,18429,57,75896,58761,71418,58778,71693,58533,70,63709
34,154,40,18587,34,39,35,31,32,18551,18573,38,33,42,18550,18500,63710,33,30,26,33,39,30,38,44,28,36,39,33,18319,63,18394,28,41,43,54,28,30,73640,30,117451,33,37,32,34,34,31,30,32,18416,34,18455,32,70,72,36,33,33,17475,18473,17560,17202,18255,45,31,41,35,31,26,37,37,25,118666,29,28,32,29,27,33,26,28,26,30,144,142,28,28,28,73683,11,29,0,18540,32,30,28,34,28,31,28,32,38,18247,58694,63757,17897,75799,18000,62976,18276,110424,71767,18021,88,74,70567,18346,59052,17851,70,74793,18121,394,18132,18254,18226,74081,17937,75,72610,113824,62184,58448,113880,18061,82,18132,18139,63610,18162,58012,17896,75639,58627,18378,18218,63094,58701,63693,18471,72,75972,58772,71425,58789,71704,58543,87,63721
18529,18630,18530,10,18211,18535,18492,18527,18524,3,5,18493,18527,18533,5,2,65112,18519,18525,18518,18453,18528,18522,18206,18534,18524,18532,18539,18528,15,18506,23,18523,18539,18535,18543,18519,18525,75557,18526,119471,18524,18530,18365,18499,18502,18527,18526,18528,17,18530,12,18528,18513,18514,18531,18529,18528,18134,41,18131,17993,42,18533,18524,18493,18531,18526,18522,18531,18475,18533,121359,18524,18523,18531,18523,18523,18509,18484,18523,18522,18523,18614,18602,18478,18507,18523,75568,18543,18529,18540,0,18517,18517,18528,18533,18522,18529,18521,18527,18538,427,59852,65205,19009,77686,19036,64587,546,112931,73453,428,18520,18513,72405,431,60134,18993,18522,76706,435,18200,426,435,425,76020,426,18503,74356,116745,63775,59611,116405,427,18524,425,424,65102,423,59256,19035,77350,59785,467,426,64609,59850,65231,58,18505,77608,59885,73157,59913,73419,59699,18531,65185
15,135,21,18564,22,26,16,12,12,18528,18550,19,14,23,18524,18478,63676,21,11,7,22,20,11,19,32,9,17,27,15,18299,50,18375,9,29,25,35,21,11,73595,11,117411,15,17,15,15,17,12,11,14,18393,15,18431,13,56,57,17,14,15,17457,18452,17540,17185,18235,28,11,23,16,10,7,18,18,18,118629,10,8,20,10,8,21,20,9,7,10,127,125,20,22,8,73635,33,16,32,18517,0,18,16,22,9,19,9,13,26,18228,58657,63713,17880,75754,17980,62937,18258,110395,71762,18003,76,62,70559,18327,59016,17835,56,74783,18102,381,18114,18235,18207,74067,17919,63,72570,113815,62147,58411,113850,18043,69,18114,18121,63571,18144,57975,17876,75627,58591,18361,18202,63055,58665,63654,18452,60,75960,58735,71421,58752,71687,58507,75,63672
21,140,26,18563,21,23,22,18,18,18529,18550,25,20,28,18524,18476,63685,20,16,11,20,24,16,23,30,13,22,25,18,18295,48,18371,14,26,29,41,21,17,73616,17,117402,20,23,20,20,22,17,16,19,18394,20,18433,19,55,55,22,19,19,17454,18452,17539,17181,18232,30,16,27,21,17,13,24,24,18,118614,16,15,19,16,14,19,18,14,12,17,130,128,19,20,15,73662,31,14,30,18517,18,0,14,20,15,17,15,19,24,18224,58664,63727,17881,75766,17985,62945,18253,110384,71743,17998,73,59,70541,18322,59021,17836,54,74758,18098,379,18109,18230,18202,74049,17914,60,72576,113780,62155,58418,113837,18038,66,18109,18116,63577,18139,57982,17880,75607,58598,18355,18197,63063,58672,63661,18447,57,75939,58740,71403,58757,71678,58514,72,63687
18,138,24,18574,19,22,19,15,15,18539,18561,22,17,26,18532,18485,63702,17,14,10,18,23,14,22,26,12,20,23,17,18302,46,18377,12,25,27,38,18,14,73629,14,117450,17,20,17,18,19,15,14,16,18404,18,18443,16,53,53,20,17,17,17460,18459,17543,17187,18238,29,14,25,19,15,10,21,21,15,118671,13,12,4,13,11,15,16,12,10,14,128,126,17,18,12,73672,29,13,28,18528,16,14,0,18,12,3,12,16,20,18230,58681,63745,17877,75780,17980,62962,18259,110416,71759,18004,72,58,70556,18327,59038,17831,53,74780,18104,379,18115,18238,18208,74065,17920,59,72593,113811,62172,58435,113869,18044,65,18115,18122,63595,18145,57999,17876,75625,58615,18360,18203,63080,58689,63679,18452,56,75955,58758,71418,58775,71694,58531,72,63707
24,142,28,18576,26,20,24,21,21,18540,18563,27,23,30,18536,18487,63708,15,20,16,23,29,20,28,34,18,27,21,23,18304,52,18380,18,23,32,44,24,20,73544,20,117462,23,26,23,24,25,21,20,22,18406,24,18445,22,59,61,26,23,23,17464,18460,17549,17191,18241,35,20,30,25,20,16,27,26,21,118676,19,18,21,19,17,23,22,18,16,20,134,130,23,23,18,73682,36,12,34,18533,22,20,18,0,18,20,18,22,28,18234,58684,63752,17870,75790,17973,62968,18265,110349,71765,18008,78,64,70563,18333,59043,17825,59,74789,18108,385,18119,18241,18212,74068,17924,66,72601,113818,62178,58438,113865,18049,71,18119,18126,63602,18150,58002,17869,75629,58618,18366,18207,63086,58692,63685,18458,62,75964,58762,71425,58779,71700,58534,77,63713
10,130,16,18569,19,22,11,7,7,18533,18555,14,9,18,18529,18480,63672,17,6,2,18,15,4,14,28,4,13,23,10,18296,46,18371,4,25,20,30,18,4,73605,6,117400,10,12,10,8,12,7,6,7,18399,8,18437,6,53,55,10,7,8,17454,18452,17514,17183,18232,23,6,18,9,7,2,13,13,14,118631,5,3,16,5,3,17,16,4,2,5,123,120,16,18,3,73649,30,13,28,18522,9,15,12,18,0,15,2,8,21,18196,58653,63717,17859,75705,17964,62935,18253,110381,71755,17984,72,58,70551,18294,59007,17816,52,74776,18069,377,18086,18204,18174,74031,17893,60,72563,113778,62142,58407,113820,18037,65,18086,18101,63563,18111,57971,17861,75583,58587,18338,18190,63050,58649,63648,18435,56,75885,58727,71413,58729,71687,58502,73,63672
21,141,27,18577,23,25,22,18,18,18542,18564,25,20,29,18537,18488,63704,20,17,13,21,26,17,25,29,15,24,26,20,18305,49,18380,15,28,30,41,21,17,73638,17,117453,20,23,20,21,22,18,17,19,18407,21,18446,19,56,58,23,20,20,17462,18461,17546,17189,18241,32,17,28,22,19,13,24,24,18,118657,16,15,1,16,14,18,19,15,13,17,131,129,20,21,15,73679,32,16,31,18529,19,17,3,20,15,0,15,19,23,18233,58682,63748,17881,75788,17985,62964,18261,110417,71760,18007,75,61,70558,18332,59041,17836,56,74786,18107,381,18118,18242,18211,74068,17923,62,72596,113814,62174,58436,113870,18046,68,18118,18125,63598,18148,58000,17882,75629,58616,18364,18206,63082,58690,63681,18457,59,75964,58760,71420,58777,71695,58532,76,63709
10,130,16,18568,19,22,11,7,7,18532,18555,14,9,18,18529,18479,63671,17,6,2,18,15,4,14,28,4,13,23,10,18296,46,18371,4,25,20,30,18,4,73606,6,117403,10,12,10,8,12,7,6,7,18399,8,18437,6,53,55,10,7,8,17454,18451,17528,17183,18232,23,6,18,9,7,2,13,13,14,118634,5,3,16,5,3,17,16,4,2,5,123,120,16,18,3,73649,30,13,28,18521,9,15,12,18,2,15,0,8,21,18209,58652,63717,17872,75711,17977,62934,18253,110381,71755,17984,72,58,70550,18307,59007,17829,52,74776,18082,377,18094,18217,18187,74031,17899,60,72564,113791,62141,58406,113833,18037,65,18094,18101,63563,18124,57970,17874,75583,58586,18350,18190,63049,58648,63647,18448,56,75887,58727,71412,58729,71686,58501,73,63671
6,126,12,18574,23,26,15,11,11,18538,18560,18,9,14,18533,18484,63676,21,10,6,22,7,10,7,32,8,17,27,14,18300,50,18375,8,29,24,34,22,10,73611,10,117433,14,16,13,14,16,11,10,13,18403,14,18441,12,56,58,16,13,14,17458,18458,17543,17185,18237,27,10,22,15,11,6,17,16,18,118644,5,7,20,9,7,21,20,8,6,9,127,124,20,22,7,73652,34,17,32,18527,13,19,16,22,8,19,8,0,25,18229,58656,63720,17882,75761,17985,62936,18258,110393,71761,18003,76,62,70558,18327,59014,17836,56,74785,18102,381,18114,18237,18207,74066,17919,64,72571,113813,62146,58410,113848,18043,69,18114,18121,63570,18144,57974,17882,75627,58590,18361,18202,63054,58664,63653,18453,60,75962,58734,71420,58751,71696,58506,77,63681
27,147,31,18582,30,32,28,24,24,18551,18570,31,26,33,18543,18494,63710,27,23,19,28,32,23,31,20,21,29,33,26,18315,55,18387,21,35,37,45,28,22,73632,23,117454,27,29,26,27,29,24,23,26,18414,27,18452,25,61,63,29,26,25,17469,18472,17554,17196,18248,39,23,35,28,25,19,30,30,25,118651,22,21,24,22,20,11,26,21,19,23,138,136,27,28,21,73673,39,23,38,18538,26,24,20,28,21,23,21,25,0,18238,58685,63753,17895,75784,17993,62968,18267,110421,71756,18012,82,68,70553,18341,59043,17846,63,74786,18111,388,18122,18246,18215,74063,17928,69,72593,113816,62178,58439,113875,18052,75,18122,18130,63601,18152,58003,17891,75627,58619,18371,18211,63086,58693,63687,18463,66,75960,58762,71417,58779,71696,58535,83,63713
18231,18334,18233,437,17926,18240,18193,18229,18229,432,437,18195,18229,18235,431,425,65021,18220,18227,18222,18153,18217,18196,17892,18241,18226,18234,18239,18230,433,18193,436,18226,18242,18235,18245,18222,18212,75426,18228,119351,18227,18232,18038,18216,18205,18229,18228,18231,438,18232,435,18230,18197,18197,18234,18231,18230,17989,436,17987,17860,427,18239,18227,18198,18233,18227,18224,18233,18179,18207,121170,18226,18225,18234,18225,18225,18227,18197,18226,18224,18225,18293,18286,18155,18221,18225,75454,18249,18204,18247,427,18228,18224,18230,18234,18196,18233,18209,18229,18238,0,59764,65115,18921,77533,18945,64474,448,112843,73312,14,18235,18223,72262,15,60045,18895,18194,76590,20,17967,15,16,12,75906,18,18223,74217,116623,63675,59532,116200,15,18231,12,14,65008,7,59183,18906,77226,59703,367,15,64522,59762,65106,438,18220,77479,59805,73020,59825,73273,59611,18233,65100
58659,58729,58658,59867,57248,58686,58642,58658,58648,59842,59850,58610,58656,58660,59846,59838,1700,58661,58654,58653,58303,58627,58653,57683,58688,58655,58657,58668,58655,59789,58645,59817,58655,58689,58666,58670,58573,58654,17427,58657,92971,58646,58658,58221,58637,58449,58657,58657,58657,59839,58660,59832,58659,58652,58652,58663,58660,58659,58205,59851,58234,58128,59764,58667,58654,58646,58660,58656,58653,58657,58457,58686,93412,58652,58653,58684,58655,58654,58679,58457,58654,58653,58654,58710,58694,58388,58571,58653,18010,58697,58683,58694,59852,58657,58664,58681,58684,58653,58682,58652,58656,58685,59764,0,1701,58937,18073,58936,1687,59815,87087,17343,59698,58691,58682,17253,59763,4,58916,58680,18100,59719,57972,59721,59739,59746,19272,59673,58680,18607,90935,1680,8,90748,59695,58685,59715,59721,1627,59739,13,58894,19473,7,59760,59767,1683,11,1628,59833,58678,19509,7,17324,5,17349,1,58688,1612
63723,63801,63723,65230,62321,63751,63715,63722,63711,65201,65220,63717,63720,63725,65207,65199,76,63728,63718,63717,63369,63694,63718,62749,63750,63718,63721,63734,63719,65150,63712,65170,63719,63755,63731,63735,63637,63719,18938,63721,101081,63710,63724,63285,63704,63511,63721,63721,63721,65200,63725,65196,63723,63718,63719,63726,63724,63723,63433,65215,63471,63348,65118,63731,63715,63722,63725,63720,63717,63723,63519,63749,101591,63717,63717,63750,63719,63718,63746,63521,63718,63717,63718,63781,63775,63450,63619,63717,19775,63762,63746,63757,65205,63713,63727,63745,63752,63717,63748,63717,63720,63753,65115,1701,0,64289,19789,64289,79,65160,94768,19014,65044,63755,63743,18911,65122,1703,64271,63742,19685,65068,63332,65073,65090,65100,20911,65014,63729,20249,98576,92,1703,98907,65043,63745,65067,65076,1106,65096,1706,64243,21132,1710,65128,65123,82,1704,1107,65195,63734,21165,1706,18981,1699,19008,1700,63752,1097
17883,17989,17884,19039,17574,17878,17837,17881,17881,19038,19042,17839,17881,17887,18996,19008,64198,17875,17879,17865,17799,17873,17856,17522,17892,17866,17883,17883,17870,18956,17846,18978,17878,17879,17887,17896,17880,17878,74274,17880,117655,17881,17884,17710,17882,17867,17881,17880,17883,19018,17884,19020,17882,17847,17851,17885,17882,17882,17963,19015,18007,17827,18920,17884,17879,17847,17885,17879,17876,17885,17789,17860,119324,17878,17877,17882,17877,17877,17872,17862,17878,17876,17879,17947,17943,17829,17878,17876,74486,17899,17845,17897,19009,17880,17881,17877,17870,17859,17881,17872,17882,17895,18921,58937,64289,0,76517,78,63646,18967,111437,72400,18837,17873,17861,71377,18967,59224,10,17847,75624,18875,17618,18882,18910,18912,74997,18797,17861,73278,114977,62926,58704,114498,18865,17870,18879,18888,64216,18896,58368,10,76315,58883,18974,18912,63722,58938,64261,19017,17864,76584,58973,72129,58983,72352,58798,17872,64307
75764,75857,75765,77725,74288,75791,75578,75761,75757,77697,77709,75579,75760,75767,77701,77684,19821,75760,75758,75756,75399,75747,75708,74388,75786,75757,75762,75769,75730,77617,75755,77644,75758,75795,75762,75773,75679,75760,24205,75760,119649,75752,75763,75089,75765,75558,75761,75760,75761,77688,75764,77665,75762,75725,75727,75766,75763,75763,75069,77703,75097,74944,77601,75742,75757,75581,75761,75759,75756,75765,75460,75732,121126,75757,75756,75790,75758,75757,75780,75563,75756,75756,75759,75791,75786,75506,75661,75756,24876,75803,75727,75799,77686,75754,75766,75780,75790,75705,75788,75711,75761,75784,77533,18073,19789,76517,0,76527,19640,77601,113424,23857,77452,75794,75779,23696,77550,18134,76507,75742,24924,77470,75145,77485,77514,77521,24064,77405,75767,24722,117730,19586,18050,117185,77459,75790,77481,77484,19727,77517,18031,76479,24319,18094,77565,77534,19686,18060,19656,77694,75779,24336,18086,23799,18086,23857,18053,75792,19753
17987,18087,17988,19073,17675,17981,17940,17985,17985,19064,19068,17942,17985,17992,19024,19037,64200,17979,17983,17963,17900,17971,17960,17601,17996,17969,17987,17981,17973,18973,17950,19002,17982,17982,17992,18000,17984,17983,74288,17983,117670,17985,17988,17815,17987,17967,17985,17984,17988,19043,17989,19047,17986,17950,17952,17989,17986,17987,18004,19043,18049,17866,18941,17985,17981,17944,17987,17983,17980,17988,17892,17963,119326,17982,17981,17986,17981,17981,17969,17963,17982,17980,17982,18044,18038,17932,17979,17980,74495,18000,17947,18000,19036,17980,17985,17980,17973,17964,17985,17977,17985,17993,18945,58936,64289,78,76527,0,63645,18995,111466,72408,18865,17967,17956,71381,18998,59226,74,17950,75628,18898,17703,18909,18935,18943,75006,18825,17954,73283,114974,62935,58704,114506,18894,17972,18907,18916,64217,18923,58364,68,76327,58883,19004,18938,63727,58941,64265,19041,17950,76596,58972,72132,58986,72358,58797,17975,64309
62939,63017,62939,64612,61556,62966,62932,62938,62934,64582,64599,62934,62936,62941,64589,64583,84,62966,62934,62933,62599,62927,62935,61988,62971,62935,62937,62950,62935,64534,62929,64559,62935,62973,62947,62951,62854,62936,18807,62937,100736,62927,62941,62502,62941,62727,62937,62937,62937,64581,62941,64575,62938,62936,62936,62941,62939,62938,62778,64601,62822,62700,64506,62947,62935,62937,62941,62936,62933,62939,62736,62965,101194,62933,62933,62966,62936,62934,62965,62740,62934,62933,62934,62993,62994,62669,62854,62933,19672,62978,62962,62976,64587,62937,62945,62962,62968,62935,62964,62934,62936,62968,64474,1687,79,63646,19640,63645,0,64520,94428,18896,64412,62971,62962,18770,64482,1695,63627,62958,19597,64440,62596,64440,64452,64461,20802,64385,62961,20088,98221,57,1671,98537,64420,62966,64438,64440,1088,64457,1671,63597,21031,1686,64494,64485,55,1689,1066,64580,62959,21067,1682,18854,1682,18876,1676,62968,1086
18260,18362,18262,550,17951,18269,18221,18258,18255,544,549,18223,18258,18264,542,537,65067,18258,18256,18251,18183,18257,18254,17934,18271,18255,18263,18269,18259,552,18239,551,18255,18271,18267,18274,18248,18256,75465,18257,119398,18256,18261,18099,18254,18231,18258,18257,18260,550,18261,545,18259,18245,18245,18263,18260,18259,18027,550,18022,17895,539,18270,18257,18225,18262,18257,18253,18261,18207,18264,121217,18255,18254,18262,18254,18254,18258,18221,18255,18253,18254,18339,18338,18207,18246,18254,75500,18278,18261,18276,546,18258,18253,18259,18265,18253,18261,18253,18258,18267,448,59815,65160,18967,77601,18995,64520,0,112869,73371,441,18263,18253,72319,446,60095,18945,18252,76658,446,18021,444,447,443,75967,443,18252,74266,116661,63730,59580,116264,438,18261,444,441,65058,444,59233,18957,77290,59755,479,446,64571,59811,65165,551,18249,77544,59857,73074,59878,73331,59663,18262,65147
110397,110487,110396,112959,108606,110344,110200,110393,110385,112933,112954,110202,110391,110398,112936,112924,94831,110388,110391,110313,109782,110277,110380,108063,110427,110316,110395,110290,110326,112873,110305,112898,110390,110351,110402,110400,110238,110388,110630,110392,21478,110382,110393,109467,110373,110058,110393,110392,110391,112937,110395,112905,110392,110301,110303,110394,110393,110392,109595,112955,109651,109488,112859,110333,110392,110196,110396,110391,110388,110398,109866,110423,21712,110390,110388,110419,110389,110388,110412,110124,110386,110388,110391,110457,110454,109985,110232,110387,111401,110431,110345,110424,112931,110395,110384,110416,110349,110381,110417,110381,110393,110421,112843,87087,94768,111437,113424,111466,94428,112869,0,106993,112765,110334,110338,106394,112848,87248,111453,110337,111802,112783,109407,112798,112821,112829,112448,112734,110335,109027,21050,93981,86935,21009,112762,110345,112819,112794,94702,112821,86747,111426,113196,87057,112865,112861,94495,87087,94651,112943,110321,113341,87100,106801,87092,106927,87003,110334,94792
71764,71856,71765,73483,70391,71764,71569,71761,71757,73460,73475,71571,71760,71766,73455,73450,18994,71760,71758,71754,71412,71749,71757,70740,71759,71756,71761,71749,71758,73385,71721,73419,71758,71769,71770,71768,71654,71758,23266,71760,113302,71749,71763,71151,71764,71549,71760,71760,71760,73460,71764,73446,71762,71728,71728,71764,71763,71762,71167,73473,71225,71080,73374,71772,71759,71573,71763,71759,71756,71762,71493,71764,114573,71757,71756,71763,71758,71757,71748,71529,71755,71756,71758,71841,71840,71455,71652,71756,23565,71774,71758,71767,73453,71762,71743,71759,71765,71755,71760,71755,71761,71756,73312,17343,19014,72400,23857,72408,18896,73371,106993,0,73236,71766,71757,26,73326,17382,72390,71754,23263,73261,71215,73262,73286,73299,23679,73197,71756,24003,111190,18783,17317,111102,73237,71767,73262,73262,18917,73289,17280,72362,23879,17359,73337,73315,18887,17330,18906,73455,71737,23922,17351,8,17343,4,17309,71763,18933
18005,18107,18007,436,17701,18015,17967,18003,18004,432,438,17969,18003,18009,431,426,64951,17995,18001,17996,17932,17991,17987,17675,18016,18000,18008,18014,18004,429,17969,429,18000,18017,18010,18020,17996,17987,75327,18002,119268,18001,18007,17842,17991,17979,18003,18002,18005,438,18006,432,18004,17972,17972,18008,18005,18004,17870,433,17865,17740,420,18014,18003,17972,18007,18002,17998,18007,17953,18009,121063,18000,17999,18008,17999,17999,18004,17971,18000,17998,17999,18096,18095,17958,17995,17999,75363,18023,18006,18021,428,18003,17998,18004,18008,17984,18007,17984,18003,18012,14,59698,65044,18837,77452,18865,64412,441,112765,73236,0,18009,17998,72186,13,59976,18815,17997,76516,15,17778,11,14,10,75833,12,17999,74134,116544,63622,59465,116136,10,18007,8,11,64941,11,59116,18821,77152,59641,358,11,64454,59686,65040,433,17996,77396,59742,72942,59760,73193,59551,18007,65032
78,196,82,18566,77,82,79,75,75,18529,18551,82,77,84,18528,18484,63709,77,74,70,77,83,74,82,88,72,80,83,77,18304,53,18382,72,85,87,98,78,74,73500,74,117434,77,80,75,78,79,75,74,76,18394,78,18435,76,60,60,80,77,77,17461,18452,17544,17194,18241,89,74,85,79,74,70,81,81,73,118644,73,72,76,73,71,77,74,72,70,74,185,182,72,77,72,73657,89,71,88,18520,76,73,72,78,72,75,72,76,82,18235,58691,63755,17873,75794,17967,62971,18263,110334,71766,18009,0,52,70563,18326,59050,17829,46,74789,18110,388,18120,18242,18213,74076,17925,54,72605,113820,62181,58445,113865,18049,60,18120,18127,63605,18150,58009,17863,75635,58625,18367,18205,63089,58698,63688,18452,51,75969,58769,71425,58786,71700,58541,2,63716
64,182,68,18559,62,68,65,61,61,18524,18546,68,63,70,18519,18476,63702,63,60,56,63,69,60,67,74,58,66,69,62,18294,39,18371,58,71,73,84,64,60,73509,60,117413,63,66,63,64,65,61,60,62,18389,64,18428,62,45,45,66,63,63,17450,18445,17530,17183,18230,74,60,71,65,60,56,67,67,61,118637,59,58,62,59,57,63,61,58,56,60,173,170,61,63,58,73651,75,59,74,18513,62,59,58,64,58,61,58,62,68,18223,58682,63743,17861,75779,17956,62962,18253,110338,71757,17998,52,0,70555,18321,59041,17817,34,74776,18099,376,18109,18231,18202,74063,17914,2,72594,113812,62173,58436,113855,18038,46,18109,18116,63597,18139,58000,17855,75623,58614,18356,18193,63080,58687,63677,18446,1,75956,58760,71416,58777,71690,58532,50,63706
70561,70653,70562,72430,69221,70561,70368,70558,70554,72410,72425,70370,70557,70563,72403,72400,18879,70551,70555,70552,70214,70539,70552,69537,70557,70553,70558,70546,70555,72336,70519,72370,70555,70568,70567,70568,70451,70554,23050,70557,112682,70548,70561,69957,70554,70347,70558,70557,70557,72408,70561,72396,70559,70525,70526,70561,70560,70559,70115,72429,70171,70024,72322,70570,70557,70373,70561,70556,70553,70560,70294,70561,113922,70554,70553,70560,70556,70554,70548,70325,70552,70553,70555,70635,70635,70251,70448,70553,23359,70571,70556,70567,72405,70559,70541,70556,70563,70551,70558,70550,70558,70553,72262,17253,18911,71377,23696,71381,18770,72319,106394,26,72186,70563,70555,0,72277,17287,71370,70552,23075,72217,70030,72216,72233,72246,23486,72151,70555,23832,110643,18649,17214,110553,72195,70565,72221,72218,18803,72239,17161,71337,23719,17258,72289,72261,18764,17228,18810,72405,70536,23765,17260,12,17249,28,17215,70560,18812
18329,18435,18330,436,18022,18339,18290,18327,18327,435,436,18292,18327,18333,427,424,65029,18319,18325,18320,18250,18317,18294,17989,18340,18324,18330,18344,18328,432,18292,441,18324,18339,18334,18343,18321,18310,75460,18326,119381,18325,18330,18138,18314,18308,18327,18326,18329,441,18330,436,18328,18296,18299,18331,18328,18328,18027,434,18026,17898,427,18338,18325,18298,18331,18325,18322,18331,18277,18308,121205,18324,18323,18333,18323,18323,18325,18297,18323,18322,18323,18385,18378,18256,18320,18323,75480,18350,18305,18346,431,18327,18322,18327,18333,18294,18332,18307,18327,18341,15,59763,65122,18967,77550,18998,64482,446,112848,73326,13,18326,18321,72277,0,60047,18950,18295,76605,11,18068,15,4,13,75934,19,18313,74223,116634,63689,59532,116231,14,18331,10,13,65015,12,59183,18958,77247,59707,359,15,64529,59768,65116,434,18316,77495,59805,73027,59828,73288,59613,18332,65106
59017,59088,59017,60151,57596,59045,59001,59016,59007,60127,60134,58969,59015,59019,60129,60124,1700,59014,59013,59012,58663,58983,59008,58037,59045,59008,59016,59024,59014,60076,58999,60105,59014,59045,59025,59029,58932,59009,17474,59016,93145,59005,59017,58580,58993,58808,59016,59016,59016,60123,59019,60116,59018,59006,59008,59022,59019,59018,58481,60136,58520,58416,60048,59025,59013,59005,59019,59015,59012,59016,58816,59045,93616,59011,59012,59043,59014,59013,59039,58809,59013,59012,59013,59076,59071,58739,58924,59012,18053,59056,59042,59052,60134,59016,59021,59038,59043,59007,59041,59007,59014,59043,60045,4,1703,59224,18134,59226,1695,60095,87248,17382,59976,59050,59041,17287,60047,0,59205,59039,18158,59997,58313,60003,60023,60027,19346,59954,59028,18648,91107,1696,17,90916,59966,59042,59997,60002,1626,60022,29,59184,19531,15,60042,60050,1688,13,1628,60115,59016,19577,11,17366,9,17385,14,59047,1610
17838,17940,17839,19019,17542,17833,17793,17836,17836,19011,19019,17795,17836,17843,18977,18988,64180,17834,17834,17817,17756,17822,17814,17450,17848,17821,17838,17835,17825,18928,17802,18953,17833,17835,17843,17851,17835,17834,74252,17835,117640,17834,17839,17666,17833,17818,17836,17835,17839,18988,17840,18994,17837,17802,17804,17841,17837,17838,17941,18995,17980,17801,18897,17837,17835,17799,17840,17834,17831,17840,17742,17815,119296,17833,17832,17837,17832,17832,17830,17816,17833,17831,17833,17901,17899,17784,17832,17832,74483,17852,17800,17851,18993,17835,17836,17831,17825,17816,17836,17829,17836,17846,18895,58916,64271,10,76507,74,63627,18945,111453,72390,18815,17829,17817,71370,18950,59205,0,17802,75603,18858,17564,18862,18884,18889,74982,18774,17817,73260,114977,62901,58682,114498,18844,17825,18860,18866,64193,18879,58351,7,76301,58862,18955,18890,63701,58916,64243,18992,17814,76570,58959,72120,58964,72340,58778,17827,64280
